Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,league,HxG,AxG,Hdeep,Adeep,Hppda_coef,Appda_coef,AVGH,AVGD,AVGA,season,ranking_HT_ls,ranking_AT_ls
2019-12-01,Wolfsburg,Werder Bremen,2,3,A,1,2,19,10,6,3,9,3,14,14,Bundesliga,2.7056,1.29088,7,2,5.583333333333333,12.285714285714286,2.15,3.72,3.14,2019/2020,6.0,8.0
2019-12-02,Mainz,Ein Frankfurt,2,1,H,0,1,18,14,8,4,8,6,13,10,Bundesliga,2.05075,2.0102,12,6,6.296296296296297,11.77777777777778,2.8,3.68,2.38,2019/2020,12.0,7.0
2019-12-06,Ein Frankfurt,Hertha,2,2,D,0,1,25,9,6,3,16,1,11,15,Bundesliga,2.6934,1.43518,9,1,6.0,12.941176470588236,1.82,3.96,4.14,2019/2020,7.0,11.0
2019-12-07,Augsburg,Mainz,2,1,H,1,1,18,12,5,3,8,2,13,14,Bundesliga,3.03979,0.426387,9,3,9.85,6.961538461538462,2.27,3.65,3.03,2019/2020,15.0,12.0
2019-12-07,Dortmund,Fortuna Dusseldorf,5,0,H,1,0,23,2,10,0,6,0,8,10,Bundesliga,3.95015,0.102341,24,4,8.115384615384615,34.2,1.31,5.79,9.22,2019/2020,2.0,10.0
2019-12-07,Freiburg,Wolfsburg,1,0,H,0,0,10,10,3,0,2,7,13,20,Bundesliga,0.434528,1.59205,2,2,8.857142857142858,7.206896551724138,2.89,3.46,2.44,2019/2020,13.0,6.0
2019-12-07,M'gladbach,Bayern Munich,2,1,H,0,0,7,17,3,5,2,5,12,17,Bundesliga,1.33084,1.74378,2,8,9.96875,5.575757575757576,5.32,4.61,1.56,2019/2020,5.0,1.0
2019-12-07,RB Leipzig,Hoffenheim,3,1,H,1,0,25,11,14,1,8,6,14,5,Bundesliga,3.5887,1.28019,5,8,10.578947368421051,9.875,1.44,4.98,6.68,2019/2020,3.0,9.0
2019-12-07,Leverkusen,Schalke 04,2,1,H,1,0,19,5,9,3,9,0,11,11,Bundesliga,3.0351,0.9976,9,2,5.852941176470588,7.75,1.95,3.75,3.82,2019/2020,4.0,14.0
2019-12-08,Union Berlin,FC Koln,2,0,H,1,0,11,14,5,4,3,5,21,19,Bundesliga,1.7912,0.772348,2,1,4.8,7.433333333333334,2.15,3.52,3.31,2019/2020,-3.0,-1.0
2019-12-08,Werder Bremen,Paderborn,0,1,A,0,0,12,18,3,5,13,6,10,13,Bundesliga,0.8271,1.51679,10,4,9.11111111111111,8.931034482758621,1.53,4.66,5.52,2019/2020,8.0,-2.0
2019-12-13,Hoffenheim,Augsburg,2,4,A,1,1,19,6,8,4,11,1,10,7,Bundesliga,1.75727,2.22713,12,5,5.866666666666666,31.428571428571427,1.83,3.99,4.05,2019/2020,9.0,15.0
2019-12-14,Bayern Munich,Werder Bremen,6,1,H,2,1,29,11,14,2,8,2,13,12,Bundesliga,5.83554,0.536081,15,3,4.838709677419355,33.083333333333336,1.14,8.7,17.34,2019/2020,1.0,8.0
2019-12-14,FC Koln,Leverkusen,2,0,H,0,0,13,6,5,2,3,4,12,9,Bundesliga,1.94644,0.226408,4,7,11.657142857142857,8.23076923076923,4.16,3.93,1.82,2019/2020,-1.0,4.0
2019-12-14,Hertha,Freiburg,1,0,H,0,0,14,15,4,2,4,7,9,5,Bundesliga,0.930886,0.816692,3,9,22.928571428571427,18.63636363636364,2.02,3.68,3.64,2019/2020,11.0,13.0
2019-12-14,Mainz,Dortmund,0,4,A,0,1,9,18,0,7,3,5,8,10,Bundesliga,0.233287,1.4717,4,12,15.333333333333334,8.695652173913043,5.03,4.19,1.64,2019/2020,12.0,2.0
2019-12-14,Paderborn,Union Berlin,1,1,D,1,1,14,15,3,2,2,3,19,16,Bundesliga,1.3758,1.79415,2,7,4.678571428571429,9.666666666666666,2.81,3.65,2.43,2019/2020,-2.0,-3.0
2019-12-14,Fortuna Dusseldorf,RB Leipzig,0,3,A,0,1,4,21,1,7,3,9,11,7,Bundesliga,0.263544,3.98532,0,10,65.85714285714286,9.36842105263158,6.69,4.96,1.44,2019/2020,10.0,3.0
2019-12-15,Wolfsburg,M'gladbach,2,1,H,1,1,17,6,7,5,5,2,20,15,Bundesliga,0.968068,0.502409,7,3,7.594594594594595,14.72222222222222,2.62,3.38,2.7,2019/2020,6.0,5.0
2019-12-15,Schalke 04,Ein Frankfurt,1,0,H,0,0,11,17,5,3,7,6,15,12,Bundesliga,1.10732,1.01796,8,6,9.95,12.63157894736842,1.94,3.82,3.62,2019/2020,14.0,7.0
2019-12-17,Werder Bremen,Mainz,0,5,A,0,4,15,19,5,8,8,5,13,13,Bundesliga,0.48889,2.18253,6,8,6.461538461538462,18.235294117647054,1.81,4.05,4.08,2019/2020,8.0,12.0
2019-12-17,Augsburg,Fortuna Dusseldorf,3,0,H,1,0,12,6,7,2,4,2,10,15,Bundesliga,1.4601,0.755838,5,0,11.714285714285714,10.866666666666667,1.78,4.09,4.21,2019/2020,15.0,10.0
2019-12-17,Dortmund,RB Leipzig,3,3,D,2,0,14,12,6,8,12,3,9,5,Bundesliga,1.89658,2.90735,10,5,10.884615384615383,15.11111111111111,2.2,3.77,3.11,2019/2020,2.0,3.0
2019-12-17,Union Berlin,Hoffenheim,0,2,A,0,0,16,7,2,4,6,1,16,13,Bundesliga,1.53884,0.819222,5,1,8.565217391304348,14.0,2.44,3.48,2.88,2019/2020,-3.0,9.0
2019-12-18,Leverkusen,Hertha,0,1,A,0,0,17,10,7,5,5,4,12,16,Bundesliga,1.32267,1.51156,6,1,5.75,16.92,1.53,4.38,6.13,2019/2020,4.0,11.0
2019-12-18,Ein Frankfurt,FC Koln,2,4,A,2,1,17,21,6,9,7,10,12,10,Bundesliga,1.25773,2.13045,6,6,12.833333333333334,6.958333333333333,1.76,3.83,4.68,2019/2020,7.0,-1.0
2019-12-18,Freiburg,Bayern Munich,1,3,A,0,1,15,22,5,10,6,8,5,8,Bundesliga,2.13825,4.41404,8,15,23.933333333333334,5.923076923076923,10.99,7.09,1.22,2019/2020,13.0,1.0
2019-12-18,M'gladbach,Paderborn,2,0,H,0,0,17,12,6,2,8,4,6,14,Bundesliga,2.79858,0.508363,6,4,6.702702702702703,8.605263157894736,1.31,5.97,8.56,2019/2020,5.0,-2.0
2019-12-18,Wolfsburg,Schalke 04,1,1,D,0,0,29,8,11,2,12,5,13,11,Bundesliga,2.99738,1.73056,13,8,8.083333333333334,6.419354838709677,2.38,3.38,3.04,2019/2020,6.0,14.0
2019-12-20,Hoffenheim,Dortmund,2,1,H,0,1,11,12,3,5,0,8,8,12,Bundesliga,1.33628,2.04502,3,18,12.24,19.05263157894737,3.73,3.98,1.9,2019/2020,9.0,2.0
2019-12-21,Bayern Munich,Wolfsburg,2,0,H,0,0,18,10,8,3,12,6,7,7,Bundesliga,1.58412,0.889656,11,5,7.75,19.83333333333333,1.16,7.96,17.2,2019/2020,1.0,6.0
2019-12-21,FC Koln,Werder Bremen,1,0,H,1,0,7,6,1,1,1,7,11,18,Bundesliga,1.03002,0.229787,6,3,6.925925925925926,7.970588235294118,2.08,3.78,3.34,2019/2020,-1.0,8.0
2019-12-21,Mainz,Leverkusen,0,1,A,0,0,17,14,2,4,6,6,8,8,Bundesliga,2.49346,1.55537,7,5,14.523809523809524,5.533333333333333,3.87,3.98,1.86,2019/2020,12.0,4.0
2019-12-21,RB Leipzig,Augsburg,3,1,H,0,1,22,6,7,2,10,4,7,9,Bundesliga,3.84524,0.598351,10,1,4.318181818181818,11.166666666666666,1.25,6.24,11.26,2019/2020,3.0,15.0
2019-12-21,Schalke 04,Freiburg,2,2,D,1,0,19,19,6,7,7,5,9,12,Bundesliga,1.70201,2.56208,9,3,8.578947368421053,12.5,1.69,3.88,5.12,2019/2020,14.0,13.0
2019-12-21,Hertha,M'gladbach,0,0,D,0,0,8,11,0,5,1,7,11,11,Bundesliga,0.804328,0.633262,2,8,19.0625,10.0,3.15,3.61,2.22,2019/2020,11.0,5.0
2019-12-22,Fortuna Dusseldorf,Union Berlin,2,1,H,1,0,22,17,8,6,7,5,8,18,Bundesliga,1.17089,1.9614,7,6,16.5625,10.090909090909092,2.78,3.29,2.58,2019/2020,10.0,-3.0
2019-12-22,Paderborn,Ein Frankfurt,2,1,H,2,0,19,20,5,5,3,8,11,11,Bundesliga,1.8362,1.81533,6,7,19.2,8.521739130434783,3.43,3.93,1.99,2019/2020,-2.0,7.0
2020-01-17,Schalke 04,M'gladbach,2,0,H,0,0,13,14,7,5,8,8,13,17,Bundesliga,2.05715,0.838626,4,3,6.588235294117647,5.758620689655173,2.68,3.55,2.56,2019/2020,14.0,5.0
2020-01-18,Augsburg,Dortmund,3,5,A,1,0,13,17,5,8,2,6,4,5,Bundesliga,1.80963,3.75099,6,11,24.63636363636364,9.1,4.78,4.35,1.65,2019/2020,15.0,2.0
2020-01-18,FC Koln,Wolfsburg,3,1,H,2,0,12,17,7,8,8,5,11,18,Bundesliga,1.52546,1.73137,5,5,8.208333333333334,5.5588235294117645,2.76,3.36,2.6,2019/2020,-1.0,6.0
2020-01-18,Fortuna Dusseldorf,Werder Bremen,0,1,A,0,0,17,13,2,4,6,4,16,12,Bundesliga,1.0094,0.669177,6,6,7.290322580645161,9.565217391304348,2.73,3.52,2.54,2019/2020,10.0,8.0
2020-01-18,Hoffenheim,Ein Frankfurt,1,2,A,0,1,12,13,5,3,8,6,10,13,Bundesliga,1.00395,1.83811,6,4,7.904761904761905,13.3,2.39,3.68,2.82,2019/2020,9.0,7.0
2020-01-18,Mainz,Freiburg,1,2,A,0,2,24,13,8,5,7,5,15,10,Bundesliga,1.62715,2.11329,5,4,7.826086956521739,10.818181818181818,2.22,3.44,3.26,2019/2020,12.0,13.0
2020-01-18,RB Leipzig,Union Berlin,3,1,H,0,1,19,15,8,5,4,4,6,18,Bundesliga,1.34573,1.02267,12,5,8.823529411764707,13.807692307692308,1.27,5.95,10.8,2019/2020,3.0,-3.0
2020-01-19,Hertha,Bayern Munich,0,4,A,0,0,6,20,1,10,0,4,7,14,Bundesliga,0.82925,2.96455,3,12,25.529411764705884,4.543478260869565,8.75,5.62,1.32,2019/2020,11.0,1.0
2020-01-19,Paderborn,Leverkusen,1,4,A,0,3,13,12,7,7,6,4,8,12,Bundesliga,1.3828,2.17277,2,6,12.86111111111111,8.0,4.83,4.45,1.62,2019/2020,-2.0,4.0
2020-01-24,Dortmund,FC Koln,5,1,H,2,0,14,11,9,5,1,3,6,7,Bundesliga,3.14965,0.860519,12,5,19.75,21.952380952380956,1.29,6.17,9.44,2019/2020,2.0,-1.0
2020-01-25,Ein Frankfurt,RB Leipzig,2,0,H,0,0,7,22,5,4,4,6,8,10,Bundesliga,1.30274,1.42745,2,8,11.571428571428571,10.285714285714286,4.11,4.28,1.76,2019/2020,7.0,3.0
2020-01-25,Freiburg,Paderborn,0,2,A,0,0,19,15,5,3,6,6,11,7,Bundesliga,1.99439,1.79606,7,2,6.0,14.333333333333334,1.76,4.1,4.29,2019/2020,13.0,-2.0
2020-01-25,M'gladbach,Mainz,3,1,H,1,1,15,12,5,9,6,3,7,14,Bundesliga,2.997,0.889986,14,4,5.666666666666667,15.173913043478262,1.52,4.55,6.07,2019/2020,5.0,12.0
2020-01-25,Union Berlin,Augsburg,2,0,H,0,0,12,25,3,7,4,5,18,9,Bundesliga,1.19907,2.47924,3,3,10.363636363636363,10.6875,2.1,3.59,3.42,2019/2020,-3.0,15.0
2020-01-25,Wolfsburg,Hertha,1,2,A,0,0,20,9,7,4,9,4,8,8,Bundesliga,1.14053,1.71603,13,4,7.884615384615385,22.846153846153847,1.78,3.81,4.56,2019/2020,6.0,11.0
2020-01-25,Bayern Munich,Schalke 04,5,0,H,2,0,24,7,14,1,9,2,3,4,Bundesliga,3.90217,0.401432,10,2,8.428571428571429,35.61538461538461,1.17,8.27,14.91,2019/2020,1.0,14.0
2020-01-26,Werder Bremen,Hoffenheim,0,3,A,0,0,16,9,3,4,7,4,14,15,Bundesliga,0.908592,1.16702,7,5,8.516129032258064,12.047619047619047,2.41,3.64,2.75,2019/2020,8.0,9.0
2020-01-26,Leverkusen,Fortuna Dusseldorf,3,0,H,1,0,25,12,11,3,8,5,11,10,Bundesliga,4.50128,0.710981,13,4,6.590909090909091,14.5,1.38,5.19,7.28,2019/2020,4.0,10.0
2020-01-31,Hertha,Schalke 04,0,0,D,0,0,9,13,0,5,3,7,9,9,Bundesliga,0.417351,1.11364,2,6,17.210526315789473,7.115384615384615,2.71,3.36,2.66,2019/2020,11.0,14.0
2020-02-01,Augsburg,Werder Bremen,2,1,H,0,1,14,7,4,1,5,3,8,17,Bundesliga,1.21583,0.630423,4,2,11.842105263157896,11.421052631578949,2.05,3.73,3.43,2019/2020,15.0,8.0
2020-02-01,Dortmund,Union Berlin,5,0,H,2,0,13,5,7,0,5,3,7,8,Bundesliga,3.29375,0.560146,7,0,14.625,19.607142857142858,1.24,6.48,11.56,2019/2020,2.0,-3.0
2020-02-01,Fortuna Dusseldorf,Ein Frankfurt,1,1,D,0,0,8,6,1,4,4,4,6,12,Bundesliga,0.245794,1.34897,1,6,13.157894736842104,15.11111111111111,3.37,3.75,2.08,2019/2020,10.0,7.0
2020-02-01,Hoffenheim,Leverkusen,2,1,H,1,1,14,22,6,11,4,10,8,10,Bundesliga,2.58436,3.11718,7,12,11.444444444444445,5.28,3.28,3.76,2.1,2019/2020,9.0,4.0
2020-02-01,Mainz,Bayern Munich,1,3,A,1,3,8,13,3,5,6,4,12,9,Bundesliga,0.332903,2.03579,3,9,19.125,6.857142857142857,14.47,7.49,1.19,2019/2020,12.0,1.0
2020-02-01,RB Leipzig,M'gladbach,2,2,D,0,2,18,7,8,4,4,4,12,13,Bundesliga,1.29026,0.973355,13,4,8.166666666666666,16.136363636363637,1.52,4.59,5.78,2019/2020,3.0,5.0
2020-02-02,FC Koln,Freiburg,4,0,H,1,0,24,9,9,2,10,6,13,9,Bundesliga,4.10075,0.502678,7,2,9.37037037037037,13.76923076923077,2.04,3.59,3.53,2019/2020,-1.0,13.0
2020-02-02,Paderborn,Wolfsburg,2,4,A,1,2,10,9,7,5,3,7,15,17,Bundesliga,1.20103,1.8251,4,8,8.222222222222221,6.483870967741935,3.81,4.0,1.86,2019/2020,-2.0,6.0
2020-02-07,Ein Frankfurt,Augsburg,5,0,H,1,0,13,8,9,5,1,4,7,5,Bundesliga,2.05219,1.00749,2,3,8.04,19.705882352941178,1.92,3.69,3.92,2019/2020,7.0,15.0
2020-02-08,Freiburg,Hoffenheim,1,0,H,1,0,12,21,6,6,5,10,10,13,Bundesliga,2.24593,1.86364,8,10,15.1875,14.72222222222222,2.53,3.56,2.69,2019/2020,13.0,9.0
2020-02-08,Hertha,Mainz,1,3,A,0,1,13,10,3,3,10,1,13,16,Bundesliga,0.811018,2.85074,7,7,5.481481481481482,16.807692307692307,2.04,3.6,3.63,2019/2020,11.0,12.0
2020-02-08,Schalke 04,Paderborn,1,1,D,0,0,15,15,4,4,11,10,6,8,Bundesliga,1.02675,0.561041,15,4,4.285714285714286,14.772727272727272,1.5,4.45,6.4,2019/2020,14.0,-2.0
2020-02-08,Werder Bremen,Union Berlin,0,2,A,0,0,14,11,3,5,5,5,7,16,Bundesliga,1.24914,2.25796,10,3,7.388888888888889,13.470588235294118,2.09,3.56,3.51,2019/2020,8.0,-3.0
2020-02-08,Wolfsburg,Fortuna Dusseldorf,1,1,D,0,1,9,10,5,2,3,5,10,14,Bundesliga,1.02897,0.697949,1,5,18.1875,11.454545454545457,1.54,4.22,6.21,2019/2020,6.0,10.0
2020-02-08,Leverkusen,Dortmund,4,3,H,2,2,9,12,5,6,3,7,9,10,Bundesliga,1.10259,0.882241,4,9,10.0,10.90625,3.05,3.89,2.17,2019/2020,4.0,2.0
2020-02-09,Bayern Munich,RB Leipzig,0,0,D,0,0,10,8,3,1,11,3,8,12,Bundesliga,1.0745,1.76051,6,5,8.15,16.185185185185187,1.42,5.3,6.37,2019/2020,1.0,3.0
2020-02-14,Dortmund,Ein Frankfurt,4,0,H,1,0,17,1,7,0,5,0,7,3,Bundesliga,1.77897,0.0254182,5,1,10.92,33.86666666666667,1.43,5.17,6.54,2019/2020,2.0,7.0
2020-02-15,Augsburg,Freiburg,1,1,D,1,0,10,20,3,5,0,3,19,5,Bundesliga,0.666175,1.11403,3,8,17.68,13.125,2.04,3.63,3.56,2019/2020,15.0,13.0
2020-02-15,Hoffenheim,Wolfsburg,2,3,A,1,1,14,15,6,6,4,4,7,12,Bundesliga,2.88142,3.49709,6,5,9.956521739130435,14.708333333333334,2.48,3.46,2.86,2019/2020,9.0,6.0
2020-02-15,Paderborn,Hertha,1,2,A,0,1,20,17,4,6,5,8,14,12,Bundesliga,0.920452,2.10688,9,3,9.61904761904762,7.653846153846154,2.73,3.52,2.52,2019/2020,-2.0,11.0
2020-02-15,RB Leipzig,Werder Bremen,3,0,H,2,0,10,8,3,1,8,1,10,12,Bundesliga,2.22403,0.206913,5,1,13.32,13.185185185185183,1.24,6.51,10.98,2019/2020,3.0,8.0
2020-02-15,Union Berlin,Leverkusen,2,3,A,1,1,20,12,7,5,6,4,9,12,Bundesliga,2.02125,1.55179,5,7,8.075,6.55,3.86,3.71,1.94,2019/2020,-3.0,4.0
2020-02-15,Fortuna Dusseldorf,M'gladbach,1,4,A,1,1,9,17,4,6,2,5,10,10,Bundesliga,0.804434,2.76945,6,5,12.208333333333334,14.15,4.08,3.95,1.83,2019/2020,10.0,5.0
2020-02-16,FC Koln,Bayern Munich,1,4,A,0,3,13,26,6,8,1,6,12,10,Bundesliga,2.03908,3.04216,5,18,14.083333333333334,7.592592592592593,11.92,6.96,1.21,2019/2020,-1.0,1.0
2020-02-16,Mainz,Schalke 04,0,0,D,0,0,15,8,5,3,3,6,7,11,Bundesliga,1.60342,1.11629,8,3,12.73913043478261,4.869565217391305,2.79,3.43,2.49,2019/2020,12.0,14.0
2020-02-21,Bayern Munich,Paderborn,3,2,H,1,1,18,5,9,4,11,1,3,9,Bundesliga,3.2444,1.47195,19,0,6.7727272727272725,32.666666666666664,1.06,14.15,34.0,2019/2020,1.0,-2.0
2020-02-22,Freiburg,Fortuna Dusseldorf,0,2,A,0,1,15,9,4,4,7,4,13,10,Bundesliga,0.972649,0.873548,3,4,9.666666666666666,14.136363636363637,1.92,3.78,3.93,2019/2020,13.0,10.0
2020-02-22,Hertha,FC Koln,0,5,A,0,3,9,17,1,11,5,3,12,10,Bundesliga,0.449209,2.89736,7,5,4.634146341463414,21.466666666666665,2.46,3.4,2.91,2019/2020,11.0,-1.0
2020-02-22,M'gladbach,Hoffenheim,1,1,D,1,0,17,22,10,4,8,8,8,8,Bundesliga,2.39606,1.98292,7,5,14.869565217391305,13.047619047619047,1.64,4.12,5.12,2019/2020,5.0,9.0
2020-02-22,Werder Bremen,Dortmund,0,2,A,0,0,8,12,2,6,2,6,13,8,Bundesliga,0.217074,1.3554,2,7,21.869565217391305,15.866666666666667,6.51,5.46,1.41,2019/2020,8.0,2.0
2020-02-22,Schalke 04,RB Leipzig,0,5,A,0,1,3,22,2,8,2,5,10,7,Bundesliga,0.289302,3.12937,2,5,5.775,9.25,4.14,4.09,1.78,2019/2020,14.0,3.0
2020-02-23,Leverkusen,Augsburg,2,0,H,1,0,9,8,4,3,2,3,8,12,Bundesliga,1.16763,0.683426,8,3,6.190476190476191,19.566666666666663,1.47,4.57,6.51,2019/2020,4.0,15.0
2020-02-23,Wolfsburg,Mainz,4,0,H,2,0,16,13,6,3,4,14,10,12,Bundesliga,2.858,0.909603,7,4,7.285714285714286,9.107142857142858,1.77,3.8,4.46,2019/2020,6.0,12.0
2020-02-24,Ein Frankfurt,Union Berlin,1,2,A,0,0,21,11,3,7,14,6,10,15,Bundesliga,2.42046,1.03525,9,5,3.393939393939394,11.909090909090908,1.89,3.68,3.99,2019/2020,7.0,-3.0
2020-02-28,Fortuna Dusseldorf,Hertha,3,3,D,3,0,14,16,5,7,3,5,11,11,Bundesliga,1.45773,3.03938,7,10,12.681818181818182,12.583333333333334,2.35,3.38,3.06,2019/2020,10.0,11.0
2020-02-29,Augsburg,M'gladbach,2,3,A,0,0,8,15,3,7,5,3,11,6,Bundesliga,1.10383,3.18339,4,10,17.428571428571427,12.0,3.48,3.78,2.04,2019/2020,15.0,5.0
2020-02-29,Dortmund,Freiburg,1,0,H,1,0,16,13,2,4,6,4,5,9,Bundesliga,1.60042,0.833271,10,3,14.63157894736842,22.47826086956522,1.21,7.03,13.2,2019/2020,2.0,13.0
2020-02-29,Hoffenheim,Bayern Munich,0,6,A,0,4,4,25,1,11,1,7,3,7,Bundesliga,0.554679,4.77962,2,13,22.88235294117647,8.68,6.92,5.44,1.39,2019/2020,9.0,1.0
2020-02-29,Mainz,Paderborn,2,0,H,2,0,8,9,3,4,5,8,5,15,Bundesliga,0.894503,0.351719,2,2,11.0,6.285714285714286,1.84,3.99,4.0,2019/2020,12.0,-2.0
2020-02-29,FC Koln,Schalke 04,3,0,H,2,0,11,7,6,1,4,2,7,8,Bundesliga,1.17896,0.592026,4,3,11.483870967741936,8.863636363636363,2.22,3.53,3.2,2019/2020,-1.0,14.0
2020-03-01,Union Berlin,Wolfsburg,2,2,D,1,0,6,14,3,3,1,6,8,13,Bundesliga,1.04208,1.95508,1,3,14.25,5.56,2.66,3.22,2.7,2019/2020,-3.0,6.0
2020-03-01,RB Leipzig,Leverkusen,1,1,D,1,1,9,14,2,6,8,5,4,12,Bundesliga,0.934157,1.16579,10,4,14.6875,11.238095238095235,1.48,4.86,6.02,2019/2020,3.0,4.0
2020-03-06,Paderborn,FC Koln,1,2,A,0,2,16,15,2,3,5,9,8,12,Bundesliga,0.596262,2.68366,5,5,16.0625,6.606060606060606,3.18,3.86,2.11,2019/2020,-2.0,-1.0
2020-03-07,Freiburg,Union Berlin,3,1,H,1,0,9,14,4,4,7,2,5,20,Bundesliga,1.62613,0.805309,1,7,11.5625,9.818181818181818,2.32,3.39,3.12,2019/2020,13.0,-3.0
2020-03-07,Hertha,Werder Bremen,2,2,D,1,2,19,7,5,3,3,1,16,5,Bundesliga,0.896654,1.51105,4,2,7.206896551724138,15.25,2.16,3.44,3.4,2019/2020,11.0,8.0
2020-03-07,Leverkusen,Ein Frankfurt,4,0,H,2,0,14,9,5,3,1,3,10,12,Bundesliga,2.60789,1.10478,6,4,8.958333333333334,11.076923076923077,1.65,4.2,5.01,2019/2020,4.0,7.0
2020-03-07,Schalke 04,Hoffenheim,1,1,D,1,0,14,4,4,1,4,5,8,12,Bundesliga,1.1061,0.801078,3,2,19.42105263157895,11.45,2.28,3.56,3.08,2019/2020,14.0,9.0
2020-03-07,Wolfsburg,RB Leipzig,0,0,D,0,0,16,15,4,4,4,4,11,14,Bundesliga,0.597206,1.08959,2,8,13.038461538461538,9.571428571428571,3.86,3.74,1.93,2019/2020,6.0,3.0
2020-03-07,M'gladbach,Dortmund,1,2,A,0,1,10,10,3,4,3,3,8,9,Bundesliga,2.62205,1.20132,2,3,13.066666666666666,13.32,3.1,3.81,2.19,2019/2020,5.0,2.0
2020-03-08,Bayern Munich,Augsburg,2,0,H,0,0,17,8,6,2,9,4,4,7,Bundesliga,4.05804,1.0173,15,3,5.454545454545454,21.047619047619047,1.08,10.8,25.32,2019/2020,1.0,15.0
2020-03-08,Mainz,Fortuna Dusseldorf,1,1,D,0,0,3,20,1,5,1,8,17,10,Bundesliga,0.974089,1.77792,1,9,22.857142857142858,9.15,1.88,3.85,3.84,2019/2020,12.0,10.0
2020-03-11,M'gladbach,FC Koln,2,1,H,1,0,12,16,5,3,6,3,14,14,Bundesliga,1.32979,1.31698,9,6,13.904761904761903,14.304347826086955,1.78,4.08,4.14,2019/2020,5.0,-1.0
2020-05-16,Augsburg,Wolfsburg,1,2,A,0,1,8,17,3,5,3,1,8,11,Bundesliga,1.24058,1.37909,0,5,14.0,7.178571428571429,3.43,3.48,2.14,2019/2020,15.0,6.0
2020-05-16,Dortmund,Schalke 04,4,0,H,2,0,11,10,4,3,4,2,9,8,Bundesliga,1.45195,0.345513,3,3,12.842105263157896,14.419354838709678,1.52,4.47,6.18,2019/2020,2.0,14.0
2020-05-16,Fortuna Dusseldorf,Paderborn,0,0,D,0,0,10,7,1,1,2,0,15,16,Bundesliga,1.04877,0.63998,5,1,13.583333333333334,17.333333333333332,2.17,3.6,3.24,2019/2020,10.0,-2.0
2020-05-16,Hoffenheim,Hertha,0,3,A,0,0,21,12,5,5,7,5,9,16,Bundesliga,2.79087,1.55073,5,6,15.9375,10.5,2.17,3.54,3.26,2019/2020,9.0,11.0
2020-05-16,RB Leipzig,Freiburg,1,1,D,0,1,23,7,9,2,8,4,11,8,Bundesliga,1.91915,0.334381,18,3,10.555555555555555,24.4,1.31,5.56,9.59,2019/2020,3.0,13.0
2020-05-16,Ein Frankfurt,M'gladbach,1,3,A,0,2,12,15,4,8,5,1,19,10,Bundesliga,0.898676,2.79227,6,4,10.96551724137931,30.8,2.89,3.55,2.38,2019/2020,7.0,5.0
2020-05-17,FC Koln,Mainz,2,2,D,1,0,16,11,6,5,5,7,20,15,Bundesliga,2.76011,1.97274,3,13,7.242424242424242,10.521739130434783,1.85,3.88,3.95,2019/2020,-1.0,12.0
2020-05-17,Union Berlin,Bayern Munich,0,2,A,0,1,10,14,2,3,4,9,13,10,Bundesliga,0.548769,1.39334,4,10,20.3,4.6,15.13,6.91,1.18,2019/2020,-3.0,1.0
2020-05-18,Werder Bremen,Leverkusen,1,4,A,1,2,9,13,1,6,2,9,15,14,Bundesliga,0.877237,2.8843,3,11,17.25925925925926,10.875,4.7,4.0,1.69,2019/2020,8.0,4.0
2020-05-22,Hertha,Union Berlin,4,0,H,0,0,14,7,8,0,4,6,12,12,Bundesliga,2.51634,0.273771,5,4,9.863636363636363,19.0625,2.37,3.4,3.04,2019/2020,11.0,-3.0
2020-05-23,Freiburg,Werder Bremen,0,1,A,0,1,15,11,8,3,7,2,12,18,Bundesliga,0.722324,0.464168,5,3,9.80952380952381,19.176470588235293,2.19,3.7,3.13,2019/2020,13.0,8.0
2020-05-23,M'gladbach,Leverkusen,1,3,A,0,1,16,13,6,7,6,3,16,16,Bundesliga,2.273,3.46649,6,5,10.0,9.423076923076923,2.38,3.8,2.74,2019/2020,5.0,4.0
2020-05-23,Paderborn,Hoffenheim,1,1,D,1,1,13,18,3,7,2,8,14,13,Bundesliga,0.964535,1.92541,0,14,12.258064516129032,11.5,3.14,3.82,2.15,2019/2020,-2.0,9.0
2020-05-23,Wolfsburg,Dortmund,0,2,A,0,1,8,6,1,2,2,2,11,10,Bundesliga,0.504702,1.03584,0,5,21.13636363636364,14.5,4.36,3.94,1.77,2019/2020,6.0,2.0
2020-05-23,Bayern Munich,Ein Frankfurt,5,2,H,2,0,23,11,10,4,7,2,10,7,Bundesliga,3.59062,1.03034,6,2,6.2,23.944444444444443,1.15,8.39,16.04,2019/2020,1.0,7.0
2020-05-24,Schalke 04,Augsburg,0,3,A,0,1,12,9,2,7,3,2,14,11,Bundesliga,0.707591,1.5047,4,0,3.3823529411764706,18.61904761904762,2.04,3.52,3.58,2019/2020,14.0,15.0
2020-05-24,Mainz,RB Leipzig,0,5,A,0,3,4,21,1,9,5,4,13,11,Bundesliga,0.320493,5.2681,3,15,21.15,7.0,6.5,4.88,1.44,2019/2020,12.0,3.0
2020-05-24,FC Koln,Fortuna Dusseldorf,2,2,D,0,1,16,10,6,5,6,2,19,17,Bundesliga,2.24705,0.444463,1,5,5.48,12.962962962962964,1.76,4.04,4.18,2019/2020,-1.0,10.0
