Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,league,HxG,AxG,Hdeep,Adeep,Hppda_coef,Appda_coef,AVGH,AVGD,AVGA,season,ranking_HT_ls,ranking_AT_ls
2014-12-13,Augsburg,Bayern Munich,0,4,0,0,A,6,26,3,9,1,7,17,13,Bundesliga,0.286173,2.21868,0,13,14.90625,5.652173913043479,9.95,5.23,1.34,2014/2015,8,1
2014-12-13,Freiburg,Hamburg,0,0,0,0,D,10,10,4,1,4,2,19,9,Bundesliga,1.46439,0.518828,7,4,7.555555555555555,7.444444444444445,2.43,3.33,3.02,2014/2015,14,16
2014-12-13,Hertha,Dortmund,1,0,1,0,H,5,18,3,5,2,9,9,9,Bundesliga,0.764752,0.842366,2,8,27.73333333333333,4.678571428571429,5.47,4.02,1.65,2014/2015,11,2
2014-12-13,Mainz,Stuttgart,1,1,1,0,D,22,8,6,2,4,5,19,15,Bundesliga,1.35199,0.54527,4,1,4.2368421052631575,9.0,2.36,3.42,3.05,2014/2015,7,15
2014-12-13,Schalke 04,FC Koln,1,2,0,0,A,15,6,3,5,2,1,13,7,Bundesliga,1.20569,1.14183,8,2,9.821428571428571,31.53846153846154,1.84,3.66,4.5,2014/2015,3,-1
2014-12-13,Werder Bremen,Hannover,3,3,1,1,D,19,12,7,7,10,10,19,25,Bundesliga,1.84609,1.54036,7,5,8.375,6.115384615384615,2.49,3.4,2.87,2014/2015,12,10
2014-12-14,Leverkusen,M'gladbach,1,1,1,1,D,22,7,5,3,5,6,17,12,Bundesliga,1.01373,1.15522,13,2,6.454545454545454,12.157894736842104,1.71,3.96,4.95,2014/2015,4,6
2014-12-14,Wolfsburg,Paderborn,1,1,1,0,D,21,6,8,3,11,1,15,17,Bundesliga,3.22294,0.996117,7,2,3.9444444444444446,10.371428571428572,1.39,4.99,7.84,2014/2015,5,-2
2014-12-16,Bayern Munich,Freiburg,2,0,1,0,H,31,2,13,0,10,1,5,3,Bundesliga,2.98351,0.0497566,32,1,3.851851851851852,91.8,1.09,11.38,29.5,2014/2015,1,14
2014-12-16,FC Koln,Mainz,0,0,0,0,D,11,13,1,1,9,3,13,14,Bundesliga,0.541438,0.482622,2,3,9.296296296296296,14.789473684210526,2.32,3.33,3.22,2014/2015,-1,7
2014-12-16,Hamburg,Stuttgart,0,1,0,1,A,8,16,2,6,6,5,9,11,Bundesliga,0.436429,1.36453,8,9,5.15625,12.5,2.16,3.41,3.53,2014/2015,16,15
2014-12-16,Hannover,Augsburg,2,0,1,0,H,10,10,3,5,8,5,18,17,Bundesliga,1.33926,0.693534,6,0,8.642857142857142,7.378378378378378,2.41,3.34,3.05,2014/2015,10,8
2014-12-17,Dortmund,Wolfsburg,2,2,1,1,D,17,10,6,4,4,5,12,10,Bundesliga,1.30339,1.38959,7,8,11.914285714285716,6.807692307692308,1.89,3.74,4.07,2014/2015,2,5
2014-12-17,Ein Frankfurt,Hertha,4,4,1,3,D,16,8,7,5,5,4,14,19,Bundesliga,2.73817,2.04957,11,1,2.2432432432432434,11.466666666666669,2.1,3.48,3.56,2014/2015,13,11
2014-12-17,Hoffenheim,Leverkusen,0,1,0,0,A,9,18,7,9,1,10,16,19,Bundesliga,0.443131,2.17898,4,13,4.333333333333333,3.931034482758621,3.3,3.57,2.19,2014/2015,9,4
2014-12-17,M'gladbach,Werder Bremen,4,1,2,0,H,9,9,6,4,2,1,13,18,Bundesliga,2.06898,0.308689,8,7,9.379310344827584,20.045454545454547,1.46,4.64,6.92,2014/2015,6,12
2014-12-17,Paderborn,Schalke 04,1,2,1,1,A,21,16,4,8,5,7,9,22,Bundesliga,1.41446,1.14959,11,3,7.071428571428571,8.043478260869565,2.8,3.39,2.54,2014/2015,-2,3
2014-12-19,Mainz,Bayern Munich,1,2,1,1,A,5,12,3,5,4,10,16,17,Bundesliga,0.490212,0.831278,1,7,18.90909090909091,4.2105263157894735,15.15,6.97,1.21,2014/2015,7,1
2014-12-20,Augsburg,M'gladbach,2,1,1,1,H,18,14,6,7,4,7,15,11,Bundesliga,1.65561,2.17588,7,11,15.85,13.523809523809524,2.59,3.33,2.84,2014/2015,8,6
2014-12-20,Leverkusen,Ein Frankfurt,1,1,0,1,D,16,9,3,5,4,1,18,20,Bundesliga,0.861769,1.45883,6,4,3.864864864864865,5.892857142857143,1.45,4.73,7.02,2014/2015,4,13
2014-12-20,Schalke 04,Hamburg,0,0,0,0,D,17,15,8,6,6,4,11,15,Bundesliga,1.52587,1.3688,2,2,7.34375,11.653846153846152,1.82,3.61,4.59,2014/2015,3,16
2014-12-20,Stuttgart,Paderborn,0,0,0,0,D,11,17,3,5,5,5,16,20,Bundesliga,0.772123,0.933283,2,4,9.814814814814817,4.0285714285714285,1.88,3.75,4.11,2014/2015,15,-2
2014-12-20,Werder Bremen,Dortmund,2,1,1,0,H,12,14,3,5,2,6,12,9,Bundesliga,2.36795,0.602289,6,7,13.208333333333334,4.896551724137931,6.05,4.24,1.55,2014/2015,12,2
2014-12-20,Wolfsburg,FC Koln,2,1,1,1,H,14,10,3,4,4,4,5,9,Bundesliga,0.527607,0.401914,5,3,7.68,17.541666666666668,1.51,4.26,7.08,2014/2015,5,-1
2014-12-21,Freiburg,Hannover,2,2,1,0,D,11,17,6,8,6,5,12,14,Bundesliga,1.28555,1.52484,4,10,9.548387096774194,5.555555555555555,2.5,3.38,2.88,2014/2015,14,10
2014-12-21,Hertha,Hoffenheim,0,5,0,3,A,8,15,1,8,2,9,17,17,Bundesliga,0.706377,3.62858,6,7,6.727272727272728,4.868421052631579,2.56,3.4,2.8,2014/2015,11,9
2015-01-30,Wolfsburg,Bayern Munich,4,1,2,0,H,13,16,6,7,1,5,13,15,Bundesliga,2.18248,1.91633,3,12,13.8,4.878787878787879,6.61,4.5,1.5,2014/2015,5,1
2015-01-31,Freiburg,Ein Frankfurt,4,1,0,1,H,15,12,8,6,3,5,11,14,Bundesliga,3.19272,1.11886,12,10,11.1875,6.205882352941177,2.68,3.46,2.66,2014/2015,14,13
2015-01-31,Hamburg,FC Koln,0,2,0,0,A,10,15,3,6,3,3,17,11,Bundesliga,0.601293,1.16042,5,9,12.826086956521738,13.333333333333334,2.25,3.26,3.47,2014/2015,16,-1
2015-01-31,Leverkusen,Dortmund,0,0,0,0,D,7,10,3,2,4,3,20,17,Bundesliga,0.341818,0.451401,6,0,2.41025641025641,5.487804878048781,2.48,3.4,2.91,2014/2015,4,2
2015-01-31,Mainz,Paderborn,5,0,1,0,H,21,10,8,2,9,4,14,17,Bundesliga,2.8788,0.717538,7,4,8.0,8.482758620689655,2.05,3.5,3.74,2014/2015,7,-2
2015-01-31,Schalke 04,Hannover,1,0,1,0,H,15,13,5,1,5,7,15,15,Bundesliga,1.99671,0.91702,10,11,16.26086956521739,7.545454545454546,2.02,3.54,3.82,2014/2015,3,10
2015-01-31,Stuttgart,M'gladbach,0,1,0,0,A,12,10,1,2,4,8,13,13,Bundesliga,1.61352,1.27392,6,7,16.75,15.5,2.95,3.4,2.47,2014/2015,15,6
2015-02-01,Augsburg,Hoffenheim,3,1,2,1,H,15,13,7,5,4,7,20,28,Bundesliga,2.39464,0.609254,2,10,4.958333333333333,8.416666666666666,2.41,3.34,3.04,2014/2015,8,9
2015-02-01,Werder Bremen,Hertha,2,0,1,0,H,19,3,8,0,6,3,16,26,Bundesliga,0.839904,0.0990819,7,2,4.409090909090909,6.928571428571429,2.39,3.38,3.06,2014/2015,12,11
2015-02-03,Bayern Munich,Schalke 04,1,1,0,0,D,10,8,2,5,5,1,13,19,Bundesliga,0.376661,0.994575,5,1,9.954545454545457,12.666666666666666,1.14,8.95,19.22,2014/2015,1,3
2015-02-03,Ein Frankfurt,Wolfsburg,1,1,0,0,D,12,9,4,2,1,6,20,16,Bundesliga,0.948078,1.8612,6,7,6.243902439024391,8.363636363636363,3.88,4.06,1.87,2014/2015,13,5
2015-02-03,Hannover,Mainz,1,1,1,0,D,9,17,5,7,7,4,15,15,Bundesliga,1.7109,1.19042,8,8,12.55,16.047619047619047,2.28,3.44,3.2,2014/2015,10,7
2015-02-03,M'gladbach,Freiburg,1,0,1,0,H,11,15,6,5,4,4,15,14,Bundesliga,1.28927,0.884382,5,9,15.615384615384617,9.714285714285714,1.56,4.28,6.1,2014/2015,6,14
2015-02-04,Dortmund,Augsburg,0,1,0,0,A,15,8,6,3,4,1,12,11,Bundesliga,0.943193,1.04603,16,2,8.787878787878787,10.608695652173912,1.45,4.44,7.94,2014/2015,2,8
2015-02-04,FC Koln,Stuttgart,0,0,0,0,D,5,7,0,4,2,4,10,10,Bundesliga,0.310801,0.621159,5,2,16.043478260869566,12.64,2.26,3.37,3.35,2014/2015,-1,15
2015-02-04,Hertha,Leverkusen,0,1,0,0,A,2,9,0,3,4,2,14,16,Bundesliga,0.531751,1.06863,0,3,7.666666666666667,6.517241379310345,5.37,3.76,1.71,2014/2015,11,4
2015-02-04,Hoffenheim,Werder Bremen,1,2,1,1,A,13,10,5,6,7,1,13,30,Bundesliga,1.33156,0.576349,8,5,3.892857142857143,8.054054054054054,1.71,4.18,4.69,2014/2015,9,12
2015-02-04,Paderborn,Hamburg,0,3,0,1,A,13,12,3,4,5,5,11,18,Bundesliga,0.81246,2.21275,8,5,4.5,9.84375,2.53,3.37,2.9,2014/2015,-2,16
2015-02-06,Schalke 04,M'gladbach,1,0,1,0,H,10,8,4,1,5,3,17,15,Bundesliga,1.03139,0.331344,2,3,11.292682926829269,6.0,2.62,3.36,2.78,2014/2015,3,6
2015-02-07,FC Koln,Paderborn,0,0,0,0,D,17,9,5,3,9,4,13,15,Bundesliga,1.03792,0.58064,5,1,6.931034482758621,12.0,1.95,3.46,4.22,2014/2015,-1,-2
2015-02-07,Freiburg,Dortmund,0,3,0,1,A,7,22,1,12,3,5,11,12,Bundesliga,0.159475,2.1517,6,11,6.0,5.255813953488372,5.68,4.06,1.62,2014/2015,14,2
2015-02-07,Hamburg,Hannover,2,1,1,0,H,6,21,3,7,3,10,21,11,Bundesliga,0.674771,2.24545,2,7,10.945945945945946,6.315789473684211,2.32,3.32,3.24,2014/2015,16,10
2015-02-07,Mainz,Hertha,0,2,0,2,A,12,11,4,3,4,2,15,15,Bundesliga,1.5201,1.77083,9,2,7.045454545454546,15.523809523809524,1.92,3.58,4.24,2014/2015,7,11
2015-02-07,Stuttgart,Bayern Munich,0,2,0,1,A,4,8,0,4,4,1,26,21,Bundesliga,0.132112,0.0975022,1,1,25.90909090909091,4.166666666666667,14.62,6.6,1.22,2014/2015,15,1
2015-02-07,Wolfsburg,Hoffenheim,3,0,2,0,H,9,16,5,4,2,4,20,16,Bundesliga,1.37453,1.39639,4,6,6.461538461538462,7.925,1.6,4.29,5.52,2014/2015,5,9
2015-02-08,Augsburg,Ein Frankfurt,2,2,2,1,D,11,16,6,5,3,3,20,20,Bundesliga,1.76193,2.01179,5,6,7.275862068965517,4.594594594594595,1.95,3.72,3.84,2014/2015,8,13
2015-02-08,Werder Bremen,Leverkusen,2,1,2,1,H,7,13,4,2,4,7,14,16,Bundesliga,0.885549,1.74921,3,17,6.741935483870968,3.1875,4.31,3.67,1.88,2014/2015,12,4
2015-02-13,Dortmund,Mainz,4,2,0,1,H,21,6,10,3,7,3,15,13,Bundesliga,2.74589,0.691415,8,2,7.303030303030303,22.071428571428573,1.33,5.46,9.71,2014/2015,2,7
2015-02-14,Bayern Munich,Hamburg,8,0,3,0,H,25,7,14,2,3,0,3,16,Bundesliga,4.17851,0.230619,11,0,7.458333333333333,25.545454545454547,1.1,10.89,32.4,2014/2015,1,16
2015-02-14,Ein Frankfurt,Schalke 04,1,0,0,0,H,8,8,2,6,5,7,21,12,Bundesliga,1.11898,1.09914,7,3,8.592592592592593,8.724137931034482,2.3,3.56,3.04,2014/2015,13,3
2015-02-14,Hoffenheim,Stuttgart,2,1,1,1,H,21,7,6,3,10,2,24,21,Bundesliga,1.20262,0.1911,6,0,5.416666666666667,4.909090909090909,1.98,3.64,3.86,2014/2015,9,15
2015-02-14,Leverkusen,Wolfsburg,4,5,0,3,A,15,13,7,9,5,1,23,12,Bundesliga,1.98748,2.08631,7,4,4.893617021276596,5.92,2.39,3.45,3.01,2014/2015,4,5
2015-02-14,M'gladbach,FC Koln,1,0,0,0,H,19,14,8,1,10,1,10,12,Bundesliga,0.795179,0.390044,8,2,7.529411764705882,32.642857142857146,1.75,3.63,5.2,2014/2015,6,-1
2015-02-14,Werder Bremen,Augsburg,3,2,3,1,H,19,16,9,4,5,10,21,15,Bundesliga,2.62945,0.585109,8,1,5.7317073170731705,5.8,2.62,3.37,2.76,2014/2015,12,8
2015-02-15,Hannover,Paderborn,1,2,0,0,A,10,11,2,5,7,1,16,12,Bundesliga,0.858803,0.98493,6,1,5.925925925925926,16.958333333333332,1.85,3.68,4.41,2014/2015,10,-2
2015-02-15,Hertha,Freiburg,0,2,0,1,A,11,8,6,3,2,1,20,15,Bundesliga,0.491416,0.927697,3,2,4.948717948717949,10.807692307692308,2.18,3.38,3.53,2014/2015,11,14
2015-02-20,Stuttgart,Dortmund,2,3,1,2,A,7,13,2,9,2,5,13,12,Bundesliga,1.55893,1.56399,1,6,14.695652173913045,6.975,5.92,4.02,1.61,2014/2015,15,2
2015-02-21,Augsburg,Leverkusen,2,2,0,1,D,16,18,7,12,5,4,13,16,Bundesliga,1.92692,1.93428,10,8,3.4871794871794872,6.869565217391305,3.25,3.35,2.3,2014/2015,8,4
2015-02-21,FC Koln,Hannover,1,1,1,1,D,16,7,7,5,3,5,13,20,Bundesliga,1.54226,0.979608,5,2,12.296296296296296,7.346153846153846,2.37,3.22,3.27,2014/2015,-1,10
2015-02-21,Freiburg,Hoffenheim,1,1,1,1,D,10,14,5,5,4,1,20,22,Bundesliga,0.600548,0.565627,2,6,11.166666666666666,12.916666666666666,3.24,3.46,2.26,2014/2015,14,9
2015-02-21,Mainz,Ein Frankfurt,3,1,1,1,H,13,8,6,1,6,1,14,18,Bundesliga,1.29637,0.851176,5,8,13.764705882352942,5.114285714285714,2.38,3.46,3.02,2014/2015,7,13
2015-02-21,Paderborn,Bayern Munich,0,6,0,2,A,13,17,3,9,4,4,10,13,Bundesliga,0.380499,3.12815,1,15,33.53333333333333,4.181818181818182,19.82,7.35,1.18,2014/2015,-2,1
2015-02-21,Schalke 04,Werder Bremen,1,1,0,0,D,24,14,5,4,7,1,13,12,Bundesliga,1.19124,1.38186,6,4,5.5,6.107142857142857,2.04,3.67,3.61,2014/2015,3,12
2015-02-22,Hamburg,M'gladbach,1,1,0,0,D,13,12,3,2,4,5,14,11,Bundesliga,1.04376,0.657812,8,8,16.047619047619047,10.434782608695652,3.2,3.35,2.33,2014/2015,16,6
2015-02-22,Wolfsburg,Hertha,2,1,1,1,H,17,3,5,2,6,3,10,14,Bundesliga,1.77626,0.563215,6,1,9.476190476190476,19.2,1.33,5.34,9.7,2014/2015,5,11
2015-02-27,Bayern Munich,FC Koln,4,1,2,1,H,23,9,9,4,14,5,5,11,Bundesliga,3.92268,0.494166,19,1,6.111111111111111,44.3,1.11,9.8,26.38,2014/2015,1,-1
2015-02-28,Dortmund,Schalke 04,3,0,0,0,H,31,3,13,0,9,5,13,13,Bundesliga,4.81308,0.0386148,14,1,5.15625,20.875,1.5,4.35,7.0,2014/2015,2,3
2015-02-28,Ein Frankfurt,Hamburg,2,1,1,1,H,19,9,6,5,4,3,18,27,Bundesliga,2.21323,1.43145,7,1,4.885714285714286,9.19047619047619,2.01,3.6,3.74,2014/2015,13,16
2015-02-28,Hannover,Stuttgart,1,1,0,0,D,16,9,5,1,8,4,20,16,Bundesliga,1.5399,0.742277,3,2,4.764705882352941,8.26923076923077,2.2,3.4,3.43,2014/2015,10,15
2015-02-28,Hertha,Augsburg,1,0,0,0,H,9,11,4,3,4,5,22,17,Bundesliga,1.26944,0.663246,4,2,11.875,8.647058823529411,2.92,3.3,2.55,2014/2015,11,8
2015-02-28,Hoffenheim,Mainz,2,0,0,0,H,16,19,5,4,6,9,12,12,Bundesliga,2.25024,2.16818,7,7,9.173913043478262,8.96551724137931,2.01,3.6,3.78,2014/2015,9,7
2015-02-28,Leverkusen,Freiburg,1,0,1,0,H,11,3,4,2,3,2,15,13,Bundesliga,0.57152,0.271169,8,3,6.2926829268292686,12.454545454545457,1.36,4.96,9.28,2014/2015,4,14
2015-03-01,M'gladbach,Paderborn,2,0,1,0,H,19,17,7,3,10,8,8,15,Bundesliga,1.43897,0.746314,9,2,12.142857142857142,13.347826086956522,1.6,4.01,6.2,2014/2015,6,-2
2015-03-01,Werder Bremen,Wolfsburg,3,5,3,2,A,10,13,5,6,6,3,21,15,Bundesliga,1.44281,2.5513,5,8,7.756756756756757,7.761904761904762,3.64,3.72,1.98,2014/2015,12,5
2015-03-06,Stuttgart,Hertha,0,0,0,0,D,14,7,3,2,8,2,16,14,Bundesliga,1.07906,0.682492,3,3,2.473684210526316,14.846153846153848,2.1,3.36,3.74,2014/2015,15,11
2015-03-07,Augsburg,Wolfsburg,1,0,0,0,H,12,10,6,2,4,5,10,14,Bundesliga,1.44291,0.390951,0,1,8.363636363636363,8.173913043478262,3.4,3.49,2.18,2014/2015,8,5
2015-03-07,Freiburg,Werder Bremen,0,1,0,1,A,14,16,5,4,6,5,16,20,Bundesliga,0.430875,0.649704,11,6,5.136363636363637,4.617647058823529,2.61,3.38,2.76,2014/2015,14,12
2015-03-07,Hamburg,Dortmund,0,0,0,0,D,4,12,2,2,1,7,23,12,Bundesliga,0.735406,0.505015,2,7,10.73076923076923,2.7096774193548385,6.63,4.16,1.55,2014/2015,16,2
2015-03-07,Hannover,Bayern Munich,1,3,1,1,A,4,13,1,3,2,3,12,7,Bundesliga,0.205925,1.33559,0,3,40.45454545454545,4.095238095238095,13.54,6.36,1.24,2014/2015,10,1
2015-03-07,Mainz,M'gladbach,2,2,0,1,D,23,6,7,3,7,4,6,12,Bundesliga,1.21471,1.44907,5,3,10.285714285714286,7.92,2.68,3.26,2.77,2014/2015,7,6
2015-03-07,Schalke 04,Hoffenheim,3,1,2,0,H,14,18,5,7,3,4,15,19,Bundesliga,2.12473,1.9462,8,7,4.868421052631579,7.128205128205129,2.33,3.38,3.16,2014/2015,3,9
2015-03-08,FC Koln,Ein Frankfurt,4,2,1,0,H,9,12,6,5,4,10,18,15,Bundesliga,1.74567,1.89213,3,9,9.666666666666666,4.576923076923077,2.46,3.31,2.98,2014/2015,-1,13
2015-03-08,Paderborn,Leverkusen,0,3,0,0,A,9,11,2,6,9,8,15,17,Bundesliga,0.755297,1.17926,6,10,9.48,2.851063829787234,5.22,3.8,1.72,2014/2015,-2,4
2015-03-13,Leverkusen,Stuttgart,4,0,2,0,H,11,9,5,5,3,4,25,8,Bundesliga,1.59835,1.03528,4,3,4.222222222222222,8.423076923076923,1.45,4.49,7.81,2014/2015,4,15
2015-03-14,Augsburg,Mainz,0,2,0,1,A,13,12,2,7,4,2,23,13,Bundesliga,0.94984,1.62842,4,6,3.425,9.161290322580646,1.99,3.51,4.02,2014/2015,8,7
2015-03-14,Dortmund,FC Koln,0,0,0,0,D,10,7,5,2,5,2,14,8,Bundesliga,0.5365,0.938097,10,4,5.290322580645161,43.55555555555556,1.35,5.03,10.02,2014/2015,2,-1
2015-03-14,Ein Frankfurt,Paderborn,4,0,2,0,H,11,8,6,3,9,3,13,24,Bundesliga,1.726,0.634028,3,1,5.0,12.5,1.74,3.93,4.8,2014/2015,13,-2
2015-03-14,Hertha,Schalke 04,2,2,1,1,D,13,12,6,6,3,5,18,16,Bundesliga,1.64453,1.99192,3,4,12.833333333333334,4.333333333333333,2.85,3.24,2.63,2014/2015,11,3
2015-03-14,Hoffenheim,Hamburg,3,0,1,0,H,20,10,7,2,9,6,19,18,Bundesliga,2.66878,0.438761,11,3,3.6486486486486487,15.05,1.75,3.82,4.85,2014/2015,9,16
2015-03-14,Werder Bremen,Bayern Munich,0,4,0,2,A,6,13,3,7,3,3,20,16,Bundesliga,0.290321,2.18396,3,10,12.294117647058824,4.727272727272728,9.64,5.64,1.31,2014/2015,12,1
2015-03-15,M'gladbach,Hannover,2,0,1,0,H,23,7,8,1,2,5,14,15,Bundesliga,3.30586,0.395038,12,3,8.058823529411764,15.08,1.75,3.72,5.04,2014/2015,6,10
2015-03-15,Wolfsburg,Freiburg,3,0,1,0,H,25,16,8,5,5,5,9,14,Bundesliga,2.68949,1.21009,14,11,10.458333333333334,11.695652173913045,1.36,5.21,8.52,2014/2015,5,14
2015-03-20,Hamburg,Hertha,0,1,0,0,A,13,9,4,3,4,6,21,21,Bundesliga,0.482112,0.7084,6,3,4.088235294117647,8.363636363636363,2.38,3.2,3.27,2014/2015,16,11
2015-03-21,FC Koln,Werder Bremen,1,1,0,1,D,14,11,2,6,8,6,14,22,Bundesliga,1.76655,0.570166,8,4,6.095238095238095,6.833333333333333,2.25,3.38,3.32,2014/2015,-1,12
2015-03-21,Freiburg,Augsburg,2,0,0,0,H,15,17,8,6,4,6,16,12,Bundesliga,2.10189,1.10909,15,2,9.52,5.205882352941177,3.0,3.36,2.45,2014/2015,14,8
2015-03-21,Hannover,Dortmund,2,3,1,1,A,15,13,5,6,8,4,13,21,Bundesliga,0.927629,2.31429,4,10,8.0,9.166666666666666,5.2,4.06,1.66,2014/2015,10,2
2015-03-21,Paderborn,Hoffenheim,0,0,0,0,D,15,8,7,2,9,4,19,19,Bundesliga,1.07174,0.267507,7,3,7.138888888888889,6.78125,3.68,3.67,2.02,2014/2015,-2,9
2015-03-21,Schalke 04,Leverkusen,0,1,0,1,A,13,16,5,7,4,9,17,17,Bundesliga,1.79663,1.3174,5,7,5.678571428571429,7.135135135135135,3.03,3.49,2.36,2014/2015,3,4
2015-03-21,Stuttgart,Ein Frankfurt,3,1,0,0,H,9,11,5,5,2,9,17,11,Bundesliga,2.22419,1.35468,8,5,5.473684210526316,6.130434782608695,2.46,3.53,2.85,2014/2015,15,13
2015-03-22,Bayern Munich,M'gladbach,0,2,0,1,A,16,4,8,4,4,2,15,9,Bundesliga,0.70739,0.604102,13,3,7.181818181818182,47.3,1.19,7.34,16.5,2014/2015,1,6
2015-03-22,Mainz,Wolfsburg,1,1,1,0,D,22,8,1,3,8,4,11,17,Bundesliga,1.02675,0.811129,10,2,15.0,4.411764705882353,3.26,3.65,2.18,2014/2015,7,5
2015-04-04,Dortmund,Bayern Munich,0,1,0,1,A,15,7,2,2,2,1,16,19,Bundesliga,0.51879,0.759126,8,3,6.875,7.617647058823529,3.4,3.52,2.17,2014/2015,2,1
2015-04-04,Ein Frankfurt,Hannover,2,2,1,0,D,13,15,7,6,4,9,17,24,Bundesliga,1.03699,1.33074,4,7,13.434782608695652,4.0,2.02,3.72,3.62,2014/2015,13,10
2015-04-04,Freiburg,FC Koln,1,0,1,0,H,11,19,4,6,5,7,8,16,Bundesliga,0.504147,0.844825,7,15,12.130434782608695,8.208333333333334,2.69,3.19,2.81,2014/2015,14,-1
2015-04-04,Hoffenheim,M'gladbach,1,4,1,3,A,22,12,6,7,5,3,14,9,Bundesliga,2.32046,3.20249,7,6,9.76595744680851,12.842105263157896,2.71,3.46,2.63,2014/2015,9,6
2015-04-04,Leverkusen,Hamburg,4,0,2,0,H,25,4,9,1,7,2,10,17,Bundesliga,3.81979,0.35348,9,2,5.575,10.0,1.36,4.94,9.49,2014/2015,4,16
2015-04-04,Werder Bremen,Mainz,0,0,0,0,D,15,15,5,3,3,2,23,16,Bundesliga,0.718931,0.92075,2,7,5.486486486486487,8.578947368421053,2.47,3.42,2.89,2014/2015,12,7
2015-04-04,Wolfsburg,Stuttgart,3,1,1,1,H,23,13,9,5,8,7,14,16,Bundesliga,3.74206,1.92469,5,1,8.588235294117647,11.333333333333334,1.46,4.81,6.98,2014/2015,5,15
2015-04-05,Augsburg,Schalke 04,0,0,0,0,D,21,18,3,3,4,4,22,23,Bundesliga,0.927284,0.933294,4,7,4.75,5.166666666666667,2.47,3.36,2.97,2014/2015,8,3
2015-04-05,Hertha,Paderborn,2,0,0,0,H,13,8,5,2,3,2,18,19,Bundesliga,1.84498,0.563136,4,3,8.454545454545455,11.75,1.99,3.43,4.08,2014/2015,11,-2
2015-04-10,Hannover,Hertha,1,1,0,0,D,11,9,5,3,10,2,18,10,Bundesliga,1.67956,0.358149,2,6,7.85,11.846153846153848,2.0,3.36,4.13,2014/2015,10,11
2015-04-11,Bayern Munich,Ein Frankfurt,3,0,1,0,H,19,4,10,1,3,0,14,18,Bundesliga,2.15165,0.243596,19,1,8.78125,21.545454545454547,1.2,7.22,15.4,2014/2015,1,13
2015-04-11,Hamburg,Wolfsburg,0,2,0,1,A,5,15,0,8,3,5,17,10,Bundesliga,0.141435,2.16383,0,2,7.413793103448276,6.742857142857143,4.49,3.84,1.8,2014/2015,16,5
2015-04-11,Mainz,Leverkusen,2,3,0,1,A,8,9,2,5,4,2,17,22,Bundesliga,2.21349,0.970257,3,5,3.806451612903226,7.275,3.36,3.44,2.21,2014/2015,7,4
2015-04-11,M'gladbach,Dortmund,3,1,2,0,H,12,17,7,3,6,6,10,6,Bundesliga,2.08503,0.699622,5,8,19.3125,12.275862068965518,2.9,3.37,2.49,2014/2015,6,2
2015-04-11,Paderborn,Augsburg,2,1,0,0,H,14,16,4,5,6,7,14,21,Bundesliga,2.35597,0.637449,11,6,8.46875,3.25,3.23,3.32,2.35,2014/2015,-2,8
2015-04-11,Schalke 04,Freiburg,0,0,0,0,D,21,10,6,3,8,6,15,20,Bundesliga,1.06643,1.26863,9,6,5.041666666666667,8.75,1.71,3.74,5.4,2014/2015,3,14
2015-04-12,FC Koln,Hoffenheim,3,2,1,0,H,18,24,6,8,3,3,15,21,Bundesliga,2.55523,2.32029,5,6,13.956521739130435,6.608695652173913,2.46,3.33,2.99,2014/2015,-1,9
2015-04-12,Stuttgart,Werder Bremen,3,2,1,0,H,15,12,3,3,9,3,13,14,Bundesliga,2.35291,0.448325,6,6,7.25,7.631578947368421,2.17,3.51,3.36,2014/2015,15,12
2015-04-17,Ein Frankfurt,M'gladbach,0,0,0,0,D,17,11,5,4,8,5,17,13,Bundesliga,1.45853,1.06606,6,6,8.435897435897436,12.5,4.09,3.88,1.87,2014/2015,13,6
2015-04-18,Augsburg,Stuttgart,2,1,1,1,H,12,16,4,7,2,6,21,16,Bundesliga,1.14401,2.41152,4,4,9.36842105263158,17.0,2.23,3.42,3.36,2014/2015,8,15
2015-04-18,Dortmund,Paderborn,3,0,0,0,H,21,2,8,0,5,3,14,7,Bundesliga,3.20767,0.123904,14,2,6.625,10.185185185185183,1.26,6.13,12.7,2014/2015,2,-2
2015-04-18,Freiburg,Mainz,2,3,0,2,A,25,12,10,5,10,5,15,9,Bundesliga,1.28235,2.30496,11,5,5.142857142857143,10.76,2.84,3.29,2.61,2014/2015,14,7
2015-04-18,Hertha,FC Koln,0,0,0,0,D,10,7,4,2,8,11,9,14,Bundesliga,1.06799,0.54042,8,3,17.047619047619047,23.23076923076923,2.58,3.08,3.09,2014/2015,11,-1
2015-04-18,Hoffenheim,Bayern Munich,0,2,0,1,A,8,20,1,5,1,10,16,21,Bundesliga,0.668652,1.52453,3,14,15.153846153846152,4.888888888888889,5.33,4.25,1.63,2014/2015,9,1
2015-04-18,Leverkusen,Hannover,4,0,2,0,H,25,5,10,1,11,0,14,23,Bundesliga,2.60733,0.326006,5,0,6.36,8.0,1.36,5.16,8.97,2014/2015,4,10
2015-04-19,Werder Bremen,Hamburg,1,0,0,0,H,11,8,5,2,3,0,12,22,Bundesliga,1.3478,0.433841,3,4,4.212121212121212,6.28125,2.01,3.58,3.79,2014/2015,12,16
