,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,round,league,HTxpts,Hppda_coef,Appda_coef,ATxpts,HTatt_S,HTmid_S,HTdef_S,HTOVA_S,ATatt_S,ATmid_S,ATdef_S,ATOVA_S,AVGH,AVGD,AVGA,season,HTW,HTD,HTL,ATL,ATD,ATW,HT_wins,AT_wins,HT_draws,AT_draws,HT_losses,AT_losses,l5_ravg_HTST,l5_ravg_ATST,HTCR,ATCR,l5_ravg_HTCR,l5_ravg_ATCR,HTGS,ATGS,HTGC,ATGC,HToveral,AToveral,l5_ravg_HTxG,l5_ravg_ATxG,l5_ravg_HTxpts,l5_ravg_ATxpts,l5_ravg_HTdeep,l5_ravg_ATdeep,l5_ravg_HTppda,l5_ravg_ATppda,l5_ravg_HTgs,l5_ravg_ATgs,l5_ravg_HTgc,l5_ravg_ATgc,l5_htdiff,l5_atdiff,HomeTeamPoints,AwayTeamPoints,avgHTP,avgATP,l5_ravg_HTp,l3_ravg_ATp,diff_points,diff_ATT,diff_MID,diff_DEF,diff_OVA
34,2014-09-20,La Coruna,Real Madrid,2,8,0,3,A,1,La_liga,1.1584,23.31578947368421,12.782608695652174,1.5862,71,72,72,73,86,83,81,84,10.77,5.85,1.28,2014/2015,0,0,1,0,0,1,1.0,1.0,1.0,0.0,1.0,2.0,,,0.4,0.62,,,4,5,4,6,0,-1,,,,,,,,,,,,,,,4,3,0.88,0.5,,,1,-15,-11,-9,-11
35,2014-09-21,Cordoba,Sevilla,1,3,0,1,A,1,La_liga,0.3025,8.722222222222221,9.575757575757576,2.5618,72,71,70,71,79,76,77,78,4.14,3.32,1.99,2014/2015,0,0,1,0,0,1,0.0,2.0,2.0,1.0,1.0,0.0,,,0.33,0.38,,,2,5,4,2,-2,3,,,,,,,,,,,,,,,2,7,0.5,1.67,,,-5,-7,-5,-7,-7
36,2014-09-21,Levante,Barcelona,0,5,0,2,A,1,La_liga,0.0409999999999999,23.83333333333333,7.0,2.9336,73,71,73,72,88,85,81,84,16.36,7.21,1.19,2014/2015,0,0,1,0,0,1,0.0,3.0,1.0,0.0,2.0,0.0,,,0.0,0.62,,,0,6,5,0,-5,6,,,,,,,,,,,,,,,1,9,0.33,1.67,,,-8,-15,-14,-8,-12
37,2014-09-21,Sociedad,Almeria,1,2,0,1,A,1,La_liga,2.1999,5.409090909090909,9.85,0.5703,78,76,76,76,73,70,71,72,1.45,4.46,7.55,2014/2015,0,0,1,0,0,1,1.0,0.0,1.0,2.0,1.0,1.0,,,0.17,0.4,,,6,2,5,3,1,-1,,,,,,,,,,,,,,,4,2,0.83,0.5,,,2,5,6,5,4
38,2014-09-21,Villarreal,Vallecano,4,2,1,2,H,1,La_liga,2.8298,10.321428571428571,7.3478260869565215,0.1163,78,76,74,76,75,73,75,74,1.56,4.02,6.43,2014/2015,1,0,0,1,0,0,1.0,0.0,1.0,2.0,1.0,1.0,,,0.44,0.67,,,2,4,1,5,1,-1,,,,,,,,,,,,,,,4,2,0.67,0.25,,,2,3,3,-1,2
39,2014-09-22,Getafe,Valencia,0,3,0,2,A,1,La_liga,0.246,8.0,13.173913043478262,2.5923000000000003,72,73,69,73,81,79,77,79,3.81,3.38,2.05,2014/2015,0,0,1,0,0,1,1.0,2.0,0.0,1.0,2.0,0.0,,,0.0,1.0,,,2,7,5,2,-3,5,,,,,,,,,,,,,,,3,7,0.5,1.67,,,-4,-9,-6,-8,-6
40,2014-09-23,Celta,La Coruna,2,1,1,0,H,1,La_liga,1.4133000000000002,4.857142857142857,9.545454545454543,1.2402,75,74,73,74,71,72,72,73,1.6,3.92,6.05,2014/2015,1,0,0,1,0,0,1.0,1.0,3.0,1.0,0.0,2.0,,,0.5,0.33,,,8,6,6,12,2,-6,,,,,,,,,,,,,,,6,4,0.5,0.22,,,2,4,2,1,1
41,2014-09-23,Real Madrid,Elche,5,1,3,1,H,1,La_liga,2.8482,10.26086956521739,23.94117647058824,0.0975,86,83,81,84,72,72,72,72,1.08,12.37,31.52,2014/2015,1,0,0,1,0,0,2.0,1.0,0.0,1.0,2.0,2.0,,,0.42,0.33,,,13,4,8,8,5,-4,,,,,,,,,,,,,,,6,4,0.88,0.22,,,2,14,11,9,12
42,2014-09-24,Almeria,Ath Madrid,0,1,0,0,A,1,La_liga,0.3269999999999999,13.25,4.903225806451613,2.4834,73,70,71,72,81,78,79,80,6.1,3.83,1.62,2014/2015,0,0,1,0,0,1,1.0,2.0,2.0,2.0,1.0,0.0,,,0.0,0.11,,,4,6,4,4,0,2,,,,,,,,,,,,,,,5,8,0.7,0.67,,,-3,-8,-8,-8,-8
43,2014-09-24,Eibar,Villarreal,1,1,1,0,D,1,La_liga,1.5139,10.68,4.75,1.1082999999999998,72,72,72,72,78,76,74,76,3.4,3.1,2.35,2014/2015,0,1,0,0,1,0,2.0,2.0,0.0,1.0,2.0,1.0,,,0.33,0.25,,,4,6,3,3,1,3,,,,,,,,,,,,,,,6,7,0.84,0.73,,,-1,-6,-4,-2,-4
44,2014-09-24,Granada,Levante,0,1,0,0,A,1,La_liga,1.5546,5.96,8.068965517241379,1.0074,72,74,72,73,73,71,73,72,1.55,3.96,6.76,2014/2015,0,0,1,0,0,1,2.0,0.0,2.0,1.0,0.0,3.0,,,0.0,0.25,,,4,0,2,10,2,-10,,,,,,,,,,,,,,,8,1,1.0,0.08,,,7,-1,3,-1,1
