,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,round,league,HTxpts,Hppda_coef,Appda_coef,ATxpts,HTatt_S,HTmid_S,HTdef_S,HTOVA_S,ATatt_S,ATmid_S,ATdef_S,ATOVA_S,AVGH,AVGD,AVGA,season,HTW,HTD,HTL,ATL,ATD,ATW,HT_wins,AT_wins,HT_draws,AT_draws,HT_losses,AT_losses,l5_ravg_HTST,l5_ravg_ATST,HTCR,ATCR,l5_ravg_HTCR,l5_ravg_ATCR,HTGS,ATGS,HTGC,ATGC,HToveral,AToveral,l5_ravg_HTxG,l5_ravg_ATxG,l5_ravg_HTxpts,l5_ravg_ATxpts,l5_ravg_HTdeep,l5_ravg_ATdeep,l5_ravg_HTppda,l5_ravg_ATppda,l5_ravg_HTgs,l5_ravg_ATgs,l5_ravg_HTgc,l5_ravg_ATgc,l5_htdiff,l5_atdiff,HomeTeamPoints,AwayTeamPoints,avgHTP,avgATP,l5_ravg_HTp,l3_ravg_ATp,diff_points,diff_ATT,diff_MID,diff_DEF,diff_OVA
23,2014-08-30,Newcastle,Crystal Palace,3.0,3.0,1.0,1.0,D,1,EPL,1.3554,4.555555555555555,9.76,1.3347,74,75,74,75,73,73,73,73,1.75,3.58,5.52,2014/2015,0,1,0,0,1,0,0.0,0.0,1.0,0.0,1.0,2.0,,,0.75,0.43,,,0,2,2,5,-2,-3,,,,,,,,,,,,,,,1,0,0.5,0.0,,,1,1,2,1,2
24,2014-08-30,QPR,Sunderland,1.0,0.0,1.0,0.0,H,1,EPL,1.5890999999999995,12.384615384615383,7.904761904761905,1.1136,74,74,71,75,76,73,72,74,2.45,3.12,3.29,2014/2015,1,0,0,1,0,0,0.0,0.0,0.0,2.0,2.0,0.0,,,0.2,0.0,,,0,3,5,3,-5,0,,,,,,,,,,,,,,,0,2,0.0,1.0,,,-2,-2,1,-1,1
25,2014-08-30,Swansea,West Brom,3.0,0.0,2.0,0.0,H,1,EPL,2.3714,13.0,15.464285714285714,0.4487,77,74,74,75,74,74,71,74,1.89,3.49,4.61,2014/2015,1,0,0,1,0,0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.38,0.0,,,3,2,1,2,2,0,,,,,,,,,,,,,,,6,2,3.0,1.0,,,4,3,0,3,1
26,2014-08-30,West Ham,Southampton,1.0,3.0,1.0,1.0,A,1,EPL,0.5808,27.666666666666668,7.076923076923077,2.1543,75,74,72,75,77,75,76,76,2.82,3.23,2.72,2014/2015,0,0,1,0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,,,0.5,0.38,,,3,1,2,2,1,-1,,,,,,,,,,,,,,,3,1,1.5,0.5,,,2,-2,-1,-4,-1
27,2014-08-31,Aston Villa,Hull,2.0,1.0,2.0,0.0,H,1,EPL,1.6075,28.15384615384616,11.583333333333334,0.9139,72,74,74,75,75,73,70,73,2.33,3.11,3.56,2014/2015,1,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.5,0.33,,,1,2,0,1,1,1,,,,,,,,,,,,,,,4,4,2.0,2.0,,,0,-3,1,4,2
28,2014-08-31,Leicester,Arsenal,1.0,1.0,1.0,1.0,D,1,EPL,0.4139,11.0,7.5,2.4128,71,72,68,72,80,80,77,80,4.67,3.58,1.87,2014/2015,0,1,0,0,1,0,0.0,1.0,1.0,1.0,1.0,0.0,,,0.33,0.17,,,2,4,4,3,-2,1,,,,,,,,,,,,,,,1,4,0.5,2.0,,,-3,-9,-8,-9,-8
29,2014-08-31,Tottenham,Liverpool,0.0,3.0,0.0,1.0,A,1,EPL,0.1583999999999999,7.071428571428571,12.12,2.7561,78,77,77,78,79,78,75,79,2.7,3.37,2.74,2014/2015,0,0,1,0,0,1,2.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.38,,,5,3,0,4,5,-1,,,,,,,,,,,,,,,6,3,3.0,1.0,,,3,-1,-1,2,-1
30,2014-09-13,Arsenal,Man City,2.0,2.0,0.0,1.0,D,1,EPL,1.2271,7.081081081081081,5.0227272727272725,1.5454,80,80,77,80,83,82,81,82,2.98,3.34,2.5,2014/2015,0,1,0,0,1,0,1.0,2.0,2.0,0.0,0.0,1.0,,,0.33,0.25,,,5,5,4,2,1,3,,,,,,,,,,,,,,,5,6,0.75,0.67,,,-1,-3,-2,-4,-2
31,2014-09-13,Chelsea,Swansea,4.0,2.0,1.0,1.0,H,1,EPL,2.7208,12.285714285714286,14.823529411764708,0.1987,82,82,81,83,77,74,74,75,1.3,5.47,11.76,2014/2015,1,0,0,1,0,0,3.0,3.0,0.0,0.0,0.0,0.0,,,0.44,1.0,,,11,6,4,1,7,5,,,,,,,,,,,,,,,9,9,2.0,2.0,,,0,5,8,7,8
32,2014-09-13,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,D,1,EPL,0.8487,12.733333333333333,7.5,1.8456,73,73,73,73,71,70,71,70,2.24,3.24,3.59,2014/2015,0,1,0,0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,,,0.0,0.0,,,5,1,8,4,-3,-3,,,,,,,,,,,,,,,1,1,0.33,0.33,,,0,2,3,2,3
33,2014-09-13,Liverpool,Aston Villa,0.0,1.0,0.0,1.0,A,1,EPL,1.2967,6.5,54.0,1.3252,79,78,75,79,72,74,74,75,1.3,5.73,11.34,2014/2015,0,0,1,0,0,1,2.0,2.0,0.0,1.0,1.0,0.0,,,0.0,1.0,,,6,3,4,1,2,2,,,,,,,,,,,,,,,6,7,1.0,1.67,,,-1,7,4,1,4
34,2014-09-13,Southampton,Newcastle,4.0,0.0,2.0,0.0,H,1,EPL,2.1463,11.8,20.55555555555556,0.6358,77,75,76,76,74,75,74,75,1.81,3.58,5.01,2014/2015,1,0,0,1,0,0,1.0,0.0,1.0,2.0,1.0,1.0,,,0.57,0.0,,,4,3,3,5,1,-2,,,,,,,,,,,,,,,4,2,1.17,0.5,,,2,3,0,2,1
35,2014-09-13,Stoke,Leicester,0.0,1.0,0.0,0.0,A,1,EPL,2.1916,6.782608695652174,12.210526315789474,0.5635,76,75,74,76,71,72,68,72,2.12,3.28,3.92,2014/2015,0,0,1,0,0,1,1.0,0.0,1.0,2.0,1.0,1.0,,,0.0,1.0,,,2,3,2,5,0,-2,,,,,,,,,,,,,,,4,2,1.17,0.38,,,2,5,3,6,4
36,2014-09-13,Sunderland,Tottenham,2.0,2.0,1.0,1.0,D,1,EPL,0.2008,8.0,5.9375,2.6803,76,73,72,74,78,77,77,78,3.62,3.42,2.15,2014/2015,0,1,0,0,1,0,0.0,2.0,2.0,0.0,1.0,1.0,,,2.0,0.33,,,3,5,4,3,-1,2,,,,,,,,,,,,,,,2,6,0.33,0.75,,,-4,-2,-4,-5,-4
37,2014-09-13,West Brom,Everton,0.0,2.0,0.0,1.0,A,1,EPL,1.0732,9.382352941176473,19.15384615384616,1.543,74,74,71,74,78,78,78,78,3.52,3.42,2.19,2014/2015,0,0,1,0,0,1,0.0,0.0,2.0,2.0,1.0,1.0,,,0.0,0.5,,,2,7,5,10,-3,-3,,,,,,,,,,,,,,,2,2,0.33,0.33,,,0,-4,-4,-7,-4
38,2014-09-14,Man United,QPR,4.0,0.0,3.0,0.0,H,1,EPL,2.5363,8.76923076923077,45.5,0.3136,85,80,75,81,74,74,71,75,1.29,5.83,12.32,2014/2015,1,0,0,1,0,0,0.0,1.0,2.0,0.0,1.0,2.0,,,0.44,0.0,,,2,1,3,5,-1,-4,,,,,,,,,,,,,,,2,3,0.5,1.0,,,-1,11,6,4,6
39,2014-09-15,Hull,West Ham,2.0,2.0,1.0,0.0,D,1,EPL,1.049,7.378378378378378,8.347826086956522,1.5188,75,73,70,73,75,74,72,75,2.16,3.28,3.76,2014/2015,0,1,0,0,1,0,1.0,1.0,1.0,0.0,1.0,2.0,,,0.33,0.5,,,3,4,3,5,0,-1,,,,,,,,,,,,,,,4,3,0.67,0.5,,,1,0,-1,-2,-2
